run_id,dataset,method,canonical_method,run_group,graph_seed,training_seed,relation_channel_spec,relation_direction_spec,paper_feature_transform,feature_compression_method,sehgnn_command_json,export_dir,cache_dir,output_dir,status
624ee1e6aa97ba07,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,apv_skeleton_validation,1,1,AP100-PA00-PV100-VP00-PTTP00,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\\official_trainval"", ""--seeds"", ""1""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 1}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\graph_seed_1\training_seed_1\export_hash_abfe5549a752\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,success
c1eba8e48d277d97,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,apv_skeleton_validation,1,2,AP100-PA00-PV100-VP00-PTTP00,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\\official_trainval"", ""--seeds"", ""2""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 2}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\graph_seed_1\training_seed_2\export_hash_abfe5549a752\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,success
3e3c717fca0604a7,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,apv_skeleton_validation,1,3,AP100-PA00-PV100-VP00-PTTP00,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\\official_trainval"", ""--seeds"", ""3""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 3}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\graph_seed_1\training_seed_3\export_hash_abfe5549a752\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,success
134661a47ec9a7a1,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,apv_skeleton_validation,1,4,AP100-PA00-PV100-VP00-PTTP00,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\\official_trainval"", ""--seeds"", ""4""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 4}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\graph_seed_1\training_seed_4\export_hash_abfe5549a752\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,success
2b1ed792c04f9641,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,apv_skeleton_validation,1,5,AP100-PA00-PV100-VP00-PTTP00,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\\official_trainval"", ""--seeds"", ""5""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 5}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00\graph_seed_1\training_seed_5\export_hash_abfe5549a752\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,success
0c0977ab4230f389,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,apv_skeleton_validation,1,1,AP100-PA00-PV100-VP00-PTTP05,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\\official_trainval"", ""--seeds"", ""1""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 1}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\graph_seed_1\training_seed_1\export_hash_7a8cb7140d38\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,success
3f53e8ab45b8c91a,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,apv_skeleton_validation,1,2,AP100-PA00-PV100-VP00-PTTP05,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\\official_trainval"", ""--seeds"", ""2""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 2}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\graph_seed_1\training_seed_2\export_hash_7a8cb7140d38\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,success
d7da1d5036d3ad94,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,apv_skeleton_validation,1,3,AP100-PA00-PV100-VP00-PTTP05,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\\official_trainval"", ""--seeds"", ""3""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 3}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\graph_seed_1\training_seed_3\export_hash_7a8cb7140d38\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,success
0f9a48404f406248,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,apv_skeleton_validation,1,4,AP100-PA00-PV100-VP00-PTTP05,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\\official_trainval"", ""--seeds"", ""4""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 4}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\graph_seed_1\training_seed_4\export_hash_7a8cb7140d38\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,success
5a425f4d24048386,DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,apv_skeleton_validation,1,5,AP100-PA00-PV100-VP00-PTTP05,,,,"{""command"": [""C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe"", ""main.py"", ""--epoch"", ""200"", ""--dataset"", ""DBLP"", ""--n-fp-layers"", ""2"", ""--n-task-layers"", ""3"", ""--num-hops"", ""2"", ""--num-label-hops"", ""4"", ""--label-feats"", ""--residual"", ""--hidden"", ""512"", ""--embed-size"", ""512"", ""--dropout"", ""0.5"", ""--input-drop"", ""0.5"", ""--amp"", ""--root"", ""D:\\HeSF-Coarsen\\results\\gate21_5_directed_apv_feature_adapter\\diagnostics\\gate21_4_directed_internal_deterministic\\exports\\DBLP\\graph_seed_1\\export\\DBLP\\1\\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\\official_trainval"", ""--seeds"", ""5""], ""cwd"": ""external\\SeHGNN\\hgb"", ""dataset"": ""DBLP"", ""seed"": 5}",results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\official_trainval\DBLP,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\cache\DBLP\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05\graph_seed_1\training_seed_5\export_hash_7a8cb7140d38\cache,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA00-PV100-VP00-PTTP05,success
